grid,cells,nx,cd_mean,cd_std,cd_relstd,cd_final,cl_final,re_eff,sim_seconds,video_url
256x128x128,4194304,256,3.33318085106383,0.030801686457682692,0.009240928660637155,3.3484000000000003,0.0094,144.0,585.57,https://fluid-sim-renders.s3.eu-west-2.amazonaws.com/renders/gridconv-ahmed25_re144sponge2-256x128x128.mp4
